Authors,Title,Year,DOI,Link,Author Keywords
"Reuter E.-M., Leow L.-A., Carroll T.J.","Task Feedback Processing Differs Between Young and Older Adults in Visuomotor Rotation Learning Despite Similar Initial Adaptation and Savings",2020,"10.1016/j.neuroscience.2020.09.038","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095447811&doi=10.1016%2fj.neuroscience.2020.09.038&partnerID=40&md5=228e96f18788ff1e734f4a8fa5a81488","age/ageing; error-related negativity; feedback-related negativity; sensorimotor adaptation"
"Kothare H., Raharjo I., Ramanarayanan V., Ranasinghe K., Parrell B., Johnson K., Houde J.F., Nagarajan S.S.","Sensorimotor adaptation of speech depends on the direction of auditory feedback alteration",2020,"10.1121/10.0002876","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099244610&doi=10.1121%2f10.0002876&partnerID=40&md5=bff461d0aa96b29d5e2dc0a8d156e48a",
"Heller Murray E.S., Stepp C.E.","Relationships between vocal pitch perception and production: a developmental perspective",2020,"10.1038/s41598-020-60756-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080955689&doi=10.1038%2fs41598-020-60756-2&partnerID=40&md5=8a532ad07f2d857ab0a5a3e7d492250f",
"Tsay J.S., Parvin D.E., Ivry R.B.","Continuous reports of sensed hand position during sensorimotor adaptation",2020,"10.1152/JN.00242.2020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092750625&doi=10.1152%2fJN.00242.2020&partnerID=40&md5=3f613b11b45168ee54e0964f07f0acea","Error-based learning; Motor learning; Proprioception; Sensorimotor adaptation"
"Scott T.L., Haenchen L., Daliri A., Chartove J., Guenther F.H., Perrachione T.K.","Noninvasive neurostimulation of left ventral motor cortex enhances sensorimotor adaptation in speech production",2020,"10.1016/j.bandl.2020.104840","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088927939&doi=10.1016%2fj.bandl.2020.104840&partnerID=40&md5=acb94548cc2d2cad21aef6f3ea222811","Auditory feedback control; Auditory feedback perturbation; Formant perturbation; Motor learning; Premotor cortex; Sensorimotor adaptation; Speech production; tDCS"
"Bartolomeo L.A., Shin Y.-W., Block H.J., Bolbecker A.R., Breier A.F., O'Donnell B., Hetrick W.P.","Prism adaptation deficits in schizophrenia",2020,"10.1093/schbul/sbaa019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097006776&doi=10.1093%2fschbul%2fsbaa019&partnerID=40&md5=04005e5c7213a66a457ce47e35d045b0","Cerebellum; Motor adaptation; Prism adaptation; Schizophrenia"
"Gómez-Moya R., Diaz R., Vaca-Palomares I., Fernandez-Ruiz J.","Procedural and Strategic Visuomotor Learning Deficits in Children With Developmental Coordination Disorder",2020,"10.1080/02701367.2019.1675852","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075728187&doi=10.1080%2f02701367.2019.1675852&partnerID=40&md5=1f34b15e8a720dba011a28904cf489ee","prism adaptation; procedural learning; Sensorimotor adaptation; strategic-based learning"
"Lametti D.R., Quek M.Y.M., Prescott C.B., Brittain J.-S., Watkins K.E.","The perils of learning to move while speaking: One-sided interference between speech and visuomotor adaptation",2020,"10.3758/s13423-020-01725-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083399395&doi=10.3758%2fs13423-020-01725-8&partnerID=40&md5=dffa98e90f77f3575098cb308560924e","Adaptation; Sensorimotor adaptation; Speech production; Visuomotor adaptation"
"Wolpe N., Ingram J.N., Tsvetanov K.A., Henson R.N., Wolpert D.M., Tyler L.K., Brayne C., Bullmore E.T., Calder A.C., Cusack R., Dalgleish T., Duncan J., Matthews F.E., Marslen-Wilson W.D., Shafto M.A., Campbell K., Cheung T., Davis S., Geerligs L., Kievit R., McCarrey A., Mustafa A., Price D., Samu D., Taylor J.R., Treder M., van Belle J., Williams N., Bates L., Emery T., Erzinçlioglu S., Gadie A., Gerbase S., Georgieva S., Hanley C., Parkin B., Troy D., Auer T., Correia M., Gao L., Green E., Henriques R., Allen J., Amery G., Amunts L., Barcroft A., Castle A., Dias C., Dowrick J., Fair M., Fisher H., Goulding A., Grewal A., Hale G., Hilton A., Johnson F., Johnston P., Kavanagh-Williamson T., Kwasniewska M., McMinn A., Norman K., Penrose J., Roby F., Rowland D., Sargeant J., Squire M., Stevens B., Stoddart A., Stone C., Thompson T., Yazlik O., Barnes D., Dixon M., Hillman J., Mitchell J., Villis L., Rowe J.B., Cam-CAN","Age-related reduction in motor adaptation: brain structural correlates and the role of explicit memory",2020,"10.1016/j.neurobiolaging.2020.02.016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081677002&doi=10.1016%2fj.neurobiolaging.2020.02.016&partnerID=40&md5=a8e3c4743012a4e7c3c5b9deef040f8c","Ageing; Cerebellum; Explicit memory; Medial temporal lobe; Motor control; Sensorimotor adaptation"
"Jossinger S., Mawase F., Ben-Shachar M., Shmuelof L.","Locomotor Adaptation Is Associated with Microstructural Properties of the Inferior Cerebellar Peduncle",2020,"10.1007/s12311-020-01116-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079458128&doi=10.1007%2fs12311-020-01116-8&partnerID=40&md5=c6a64bdeeec2f544b53361c107d39e52","Cerebellar peduncles; Cerebellum; Diffusion MRI; Locomotor adaptation; Tractography; White matter"
"Renault A.G., Lefumat H., Miall R.C., Bringoux L., Bourdin C., Vercher J.-L., Sarlegna F.R.","Individual movement features during prism adaptation correlate with after-effects and interlimb transfer",2020,"10.1007/s00426-018-1110-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056187550&doi=10.1007%2fs00426-018-1110-8&partnerID=40&md5=f93628cc5957c52b237fcad16f0deabd",
"Mariscal D.M., Iturralde P.A., Torres-Oviedo G.","Altering attention to split-belt walking increases the generalization of motor memories across walking contexts",2020,"10.1152/jn.00509.2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085119576&doi=10.1152%2fjn.00509.2019&partnerID=40&md5=a271ea87d0acde3da8a9d820adb6ecad","Cognition; Dual task; Human; Kinematics; Motor adaptation"
"Diekfuss J.A., Grooms D.R., Bonnette S., DiCesare C.A., Thomas S., MacPherson R.P., Ellis J.D., Kiefer A.W., Riley M.A., Schneider D.K., Gadd B., Kitchen K., Barber Foss K.D., Dudley J.A., Yuan W., Myer G.D.","Real-time biofeedback integrated into neuromuscular training reduces high-risk knee biomechanics and increases functional brain connectivity: A preliminary longitudinal investigation",2020,"10.1111/psyp.13545","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079466703&doi=10.1111%2fpsyp.13545&partnerID=40&md5=9a77855e82dbd49512c7a4cdbc1568c8","anterior cruciate ligament; central nervous system; coordination; motion analysis; resting-state fMRI"
"Bringoux L., Macaluso T., Sainton P., Chomienne L., Buloup F., Mouchnino L., Simoneau M., Blouin J.","Double-Step Paradigm in Microgravity: Preservation of Sensorimotor Flexibility in Altered Gravitational Force Field",2020,"10.3389/fphys.2020.00377","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084362476&doi=10.3389%2ffphys.2020.00377&partnerID=40&md5=e3be8da2799b1417ba6900a40ab4d8de","arm kinematics; double-step paradigm; microgravity; parabolic flight; pointing; reaching; sensorimotor adaptation; weightlessness"
"Facchin A., Bultitude J.H., Mornati G., Peverelli M., Daini R.","A comparison of prism adaptation with terminal versus concurrent exposure on sensorimotor changes and spatial neglect",2020,"10.1080/09602011.2018.1484374","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048795147&doi=10.1080%2f09602011.2018.1484374&partnerID=40&md5=b7058cbbf2220dbe3c3aeba88983765d","Prism adaptation; Rehabilitation; Sensorimotor adaptation; Spatial neglect; Straight ahead"
"Leow L.-A., Marinovic W., de Rugy A., Carroll T.J.","Task errors drive memories that improve sensorimotor adaptation",2020,"10.1523/JNEUROSCI.1506-19.2020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083082144&doi=10.1523%2fJNEUROSCI.1506-19.2020&partnerID=40&md5=adc3634d8f3d12f187bb6974668e311a","Motor learning; Motor memories; Savings; Sensorimotor adaptation; Visuomotor rotation"
"Cesanek E., Taylor J.A., Domini F.","Sensorimotor adaptation and cue reweighting compensate for distorted 3D shape information, accounting for paradoxical perception-action dissociations",2020,"10.1152/jn.00718.2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084933422&doi=10.1152%2fjn.00718.2019&partnerID=40&md5=f5e2fd503aa36bfeb9b8405271ee9596","3D shape; Cue combination; Cue reweighting; Motor learning; Sensorimotor adaptation"
"Bakkum A., Donelan J.M., Marigold D.S.","Challenging balance during sensorimotor adaptation increases generalization",2020,"10.1152/jn.00687.2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083285713&doi=10.1152%2fjn.00687.2019&partnerID=40&md5=7e46cff34de04bfddac3deafe5431d9b","Adaptation; Generalization; Internal model; Locomotion; Reaching"
"Jahani A., Schwey A., Bernier P.-M., Malfait N.","Spatially distinct beta-band activities reflect implicit sensorimotor adaptation and explicit re-aiming strategy",2020,"10.1523/JNEUROSCI.1862-19.2020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082096316&doi=10.1523%2fJNEUROSCI.1862-19.2020&partnerID=40&md5=4cbe7f1ff69c5bdaaffed479c164e692","Beta-band oscillations; EEG; Explicit strategy; Implicit process; Motor learning; Reaching"
"Aucie Y., Zhang X., Sargent R., Torres-Oviedo G.","Motorized Shoes Induce Robust Sensorimotor Adaptation in Walking",2020,"10.3389/fnins.2020.00174","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082663387&doi=10.3389%2ffnins.2020.00174&partnerID=40&md5=2c0c4c86ef88f38a69f14bffea94509c","locomotion; motor learning; portable device; real-world; rehabilitation robotics"
"Kwon Y.U., Harrison K., Kweon S.J., Williams D.S.B., III","Ankle Coordination in Chronic Ankle Instability, Coper, and Control Groups in Running",2020,"10.1249/MSS.0000000000002170","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079346711&doi=10.1249%2fMSS.0000000000002170&partnerID=40&md5=dd87ebb199299927cf86c900ef2b8899","Ankle Sprain; Coupling Angle; Kinematics; Tibia; Variability; Vector Coding"
"Barbier G., Baum S.R., Ménard L., Shiller D.M.","Sensorimotor adaptation across the speech production workspace in response to a palatal perturbation",2020,"10.1121/10.0000672","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080135155&doi=10.1121%2f10.0000672&partnerID=40&md5=6cc06b86c10c01e7c6792acc41e0f727",
"de Kam D., Iturralde P.A., Torres-Oviedo G.","Cerebral contribution to the execution, but not recalibration, of motor commands in a novel walking environment",2020,"10.1523/ENEURO.0493-19.2020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082654805&doi=10.1523%2fENEURO.0493-19.2020&partnerID=40&md5=eef13b99fc9f7a87ea4386604d1fe620","Electromyography; Feedback; Sensorimotor adaptation; Split-belt; Stroke"
"Savoie F.-A., Dallaire-Jean L., Thénault F., Whittingstall K., Bernier P.-M.","Single-pulse TMS over the parietal cortex does not impair sensorimotor perturbation-induced changes in motor commands",2020,"10.1523/ENEURO.0209-19.2020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082560851&doi=10.1523%2fENEURO.0209-19.2020&partnerID=40&md5=72af759cb58346f0627036aeacdeef8f","Adaptation; Parietal; Sensorimotor adaptation; TMS; Visuomotor rotation"
"Yin C., Wei K.","Savings in sensorimotor adaptation without an explicit strategy",2020,"10.1152/JN.00524.2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081944371&doi=10.1152%2fJN.00524.2019&partnerID=40&md5=a1b70fbaa1d7c363974a4f2a9c8a149b","Implicit learning; Motor behavior; Motor learning; Savings; Sensorimotor adaptation"
"Avraham G., Keizman M., Shmuelof L.","Environmental consistency modulation of error sensitivity during motor adaptation is explicitly controlled",2020,"10.1152/jn.00080.2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077226519&doi=10.1152%2fjn.00080.2019&partnerID=40&md5=cead07b3c47f60cf2bf53fff99520fd8","Consistency; Explicit control; Implicit adaptation; Motor control; Sensorimotor learning"
"Knol H., Huys R., Temprado J.-J., Sleimen-Malkoun R.","Performance, complexity and dynamics of force maintenance and modulation in young and older adults",2019,"10.1371/journal.pone.0225925","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076091462&doi=10.1371%2fjournal.pone.0225925&partnerID=40&md5=2d52a12ff41e3391fe3fa91de910f8dc",
"Thompson M.M.C., Houde J.F., Nagarajan S.S.","Learning and adaptation in speech production without a vocal tract",2019,"10.1038/s41598-019-49074-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072374587&doi=10.1038%2fs41598-019-49074-4&partnerID=40&md5=20429bdb089639bc9b01b2461fe1d0ea",
"Charalambous C.C., French M.A., Morton S.M., Reisman D.S.","A single high-intensity exercise bout during early consolidation does not influence retention or relearning of sensorimotor locomotor long-term memories",2019,"10.1007/s00221-019-05635-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070991780&doi=10.1007%2fs00221-019-05635-7&partnerID=40&md5=5ef8ba3da362b759309ec07c50b66fd2","Behavioral priming; Consolidation; Gait rehabilitation; Multiday motor learning; Sensorimotor adaptation; Walking"
"Wamain Y., Corveleyn X., Ott L., Coello Y.","Does the motor system contribute to the perception of changes in objects visual attributes? The neural dynamics of sensory binding by action",2019,"10.1016/j.neuropsychologia.2019.107121","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067793512&doi=10.1016%2fj.neuropsychologia.2019.107121&partnerID=40&md5=07459ffcb6f8257f038fd5b3f4be4319","Attention; EEG; ensory binding by action; Evoked potential; Sensorimotor adaptation; Temporal asynchrony; Temporal order judgment; Time-frequency analysis"
"Chunduru P., Kim S.-J., Lee H.","Gait symmetric adaptation: Comparing effects of implicit visual distortion versus split-belt treadmill on aftereffects of adapted step length symmetry",2019,"10.1016/j.humov.2019.04.013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065471799&doi=10.1016%2fj.humov.2019.04.013&partnerID=40&md5=202f6ac836135a95ff4d0befe0c600d3","Aftereffect; Gait rehabilitation; Locomotion; Motor adaptation; Step length symmetry; Visual feedback distortion"
"Gonzalez-Rubio M., Velasquez N.F., Torres-Oviedo G.","Explicit control of step timing during split-belt walking reveals interdependent recalibration of movements in space and time",2019,"10.3389/fnhum.2019.00207","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069536939&doi=10.3389%2ffnhum.2019.00207&partnerID=40&md5=78446e5e9ecc11cfca8c6fdb82d26cd4","Kinematics; Locomotion; Motor learning; Sensorimotor adaptation; Spatio-temporal; Split-belt"
"Rahmouni S., Madelain L.","Inter-individual variability and consistency of saccade adaptation in oblique saccades: Amplitude increase and decrease in the horizontal or vertical saccade component",2019,"10.1016/j.visres.2019.05.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066026085&doi=10.1016%2fj.visres.2019.05.001&partnerID=40&md5=ebc690f63afa895123a01740b9cdafda","Inter-individual differences; Learning; Saccadic adaptation; Saccadic eye movements"
"Rajeshkumar L., Trewartha K.M.","Advanced spatial knowledge of target location eliminates age-related differences in early sensorimotor learning",2019,"10.1007/s00221-019-05551-w","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065301823&doi=10.1007%2fs00221-019-05551-w&partnerID=40&md5=8f4d17b9949cc9a366b4810d10d7e1fe","Aging; Associative memory; Implicit memory; Sensorimotor adaptation; Spatial working memory"
